RetainedRef	DuplicateRef
gene=YHR213W-B	unassigned_transcript_2895
gene=KGD4	unassigned_transcript_1992
gene=ECM31	unassigned_transcript_407
gene=YIL171W	unassigned_transcript_2912
gene=EPO1	unassigned_transcript_4748
gene=GLO1	unassigned_transcript_4595
gene=MSS116	unassigned_transcript_1171
gene=YAR1	unassigned_transcript_6022
gene=MPC54	unassigned_transcript_5749
unassigned_transcript_1926	unassigned_transcript_2454
gene=CRP1	unassigned_transcript_2821
gene=YDR341C	unassigned_transcript_1333
gene=YDL086W	unassigned_transcript_881
gene=API2	unassigned_transcript_1517
gene=KIN4	unassigned_transcript_5807
gene=YPL216W	unassigned_transcript_6044
gene=VTH2	unassigned_transcript_3143
gene=ROF1	unassigned_transcript_2854
gene=ATG15	unassigned_transcript_686
gene=TOG1	unassigned_transcript_1846
gene=PML39	unassigned_transcript_4481
gene=ATG3	unassigned_transcript_5314
gene=RCL1	unassigned_transcript_5558
gene=NOP58	unassigned_transcript_5886
gene=YOR381W-A	unassigned_transcript_5957
gene=AGE2	unassigned_transcript_3045
gene=YNCB0004W	unassigned_transcript_202
gene=YNCB0004W	gene=YNCE0029C
gene=YNCB0004W	unassigned_transcript_1842
gene=ADD37	unassigned_transcript_4813
gene=BNA7	unassigned_transcript_1424
gene=APM2	unassigned_transcript_2628
gene=HPR1	unassigned_transcript_1114
gene=ATG42	unassigned_transcript_370
gene=TRR2	unassigned_transcript_2775
gene=ATP20	unassigned_transcript_6285
gene=RPS29B	unassigned_transcript_905
gene=MDJ1	unassigned_transcript_1908
gene=COQ1	unassigned_transcript_224
gene=VPS71	unassigned_transcript_4555
gene=AHK1	unassigned_transcript_896
gene=YIL014C-A	unassigned_transcript_3074
gene=SOF1	unassigned_transcript_3931
gene=HFD1	unassigned_transcript_4731
gene=ICS2	unassigned_transcript_388
gene=PST1	unassigned_transcript_1026
gene=ORM2	unassigned_transcript_4333
gene=PLB2	unassigned_transcript_4605
gene=TSC11	unassigned_transcript_1736
gene=PMT1	unassigned_transcript_873
gene=KRE9	unassigned_transcript_3184
gene=ACA1	unassigned_transcript_1677
gene=AHC2	unassigned_transcript_698
gene=SST2	unassigned_transcript_4440
gene=YNR065C	unassigned_transcript_5375
gene=KES1	unassigned_transcript_6116
gene=DEF1	unassigned_transcript_3711
gene=ARA2	unassigned_transcript_4651
gene=CYC3	unassigned_transcript_30
gene=BSD2	unassigned_transcript_526
gene=SNO2	unassigned_transcript_4970
gene=YCR023C	unassigned_transcript_640
gene=RPF2	unassigned_transcript_3851
gene=CBP3	unassigned_transcript_6045
gene=SNR86	unassigned_transcript_4882
gene=RSM19	unassigned_transcript_5345
gene=ERV29	unassigned_transcript_2585
gene=PRM7	unassigned_transcript_927
gene=BUD17	unassigned_transcript_5333
gene=FYV7	unassigned_transcript_4012
gene=THI12	unassigned_transcript_4972
gene=ESC2	unassigned_transcript_1354
gene=RAD3	unassigned_transcript_1830
unassigned_transcript_2063	unassigned_transcript_2390
gene=NUP82	unassigned_transcript_3302
gene=YMR1	unassigned_transcript_3485
gene=VIK1	unassigned_transcript_6007
gene=AHP1	unassigned_transcript_4054
gene=YCR022C	unassigned_transcript_639
gene=TRS130	unassigned_transcript_4850
gene=SPO16	unassigned_transcript_2828
gene=SSB2	unassigned_transcript_5094
gene=MSC7	unassigned_transcript_2699
gene=SHC1	unassigned_transcript_1740
gene=TAF8	unassigned_transcript_4474
gene=YEN1	unassigned_transcript_1672
gene=MRP17	unassigned_transcript_3766
gene=BMH2	unassigned_transcript_1076
gene=MNT3	unassigned_transcript_3076
gene=FMN1	unassigned_transcript_1217
gene=CLB3	unassigned_transcript_815
gene=RAD59	unassigned_transcript_907
gene=BSC6	unassigned_transcript_5420
gene=OCA1	unassigned_transcript_5198
gene=COX11	unassigned_transcript_6128
gene=YCR101C	unassigned_transcript_719
gene=NTO1	unassigned_transcript_6297
gene=SET1	unassigned_transcript_2788
gene=GEX2	unassigned_transcript_3877
gene=INA17	unassigned_transcript_6161
gene=ENA5	unassigned_transcript_1010
gene=SAS10	unassigned_transcript_817
gene=ALG2	unassigned_transcript_2202
gene=NOP12	unassigned_transcript_5522
gene=TAF2	unassigned_transcript_664
gene=SIC1	unassigned_transcript_4022
gene=DPC13	unassigned_transcript_2227
gene=SWH1	unassigned_transcript_95
gene=BIO5	unassigned_transcript_5366
gene=DMA2	unassigned_transcript_5184
gene=PUF2	unassigned_transcript_6308
gene=ISD11	unassigned_transcript_1682
gene=TMN2	unassigned_transcript_1085
gene=NBP35	unassigned_transcript_2176
gene=PRP8	unassigned_transcript_2841
gene=URA6	unassigned_transcript_3741
gene=SMD3	unassigned_transcript_4092
gene=FDO1	unassigned_transcript_4768
gene=RRN7	unassigned_transcript_3346
gene=COG4	unassigned_transcript_6367
gene=PMU1	unassigned_transcript_3632
gene=PHO84	unassigned_transcript_4465
gene=RUF5-1	unassigned_transcript_2715
gene=RUF5-1	gene=RUF5-2
gene=RUF5-1	unassigned_transcript_2719
gene=POM34	unassigned_transcript_3961
gene=NUP159	unassigned_transcript_2969
gene=SSQ1	unassigned_transcript_4354
gene=PEP8	unassigned_transcript_3310
gene=PUT3	unassigned_transcript_3752
gene=HSL1	unassigned_transcript_3659
gene=YEF3	unassigned_transcript_4226
gene=TEL1	unassigned_transcript_129
gene=SNR39B	unassigned_transcript_2194
gene=FBP1	unassigned_transcript_4361
gene=SLZ1	unassigned_transcript_5104
gene=VMA1	unassigned_transcript_787
gene=ATP5	unassigned_transcript_1284
gene=YNCG0022W	unassigned_transcript_2301
gene=VAM3	unassigned_transcript_5677
gene=VSB1	unassigned_transcript_2414
gene=HRI1	unassigned_transcript_4279
gene=YKE4	unassigned_transcript_3064
gene=PAU24	unassigned_transcript_538
gene=YMR244W	unassigned_transcript_4879
gene=STB6	unassigned_transcript_3689
gene=NNR1	unassigned_transcript_5101
gene=PRS2	unassigned_transcript_1743
gene=SAM37	unassigned_transcript_4675
gene=MRPL17	unassigned_transcript_5053
gene=HOS1	unassigned_transcript_6331
gene=UPA2	unassigned_transcript_4950
gene=SLD5	unassigned_transcript_1481
gene=PHO91	unassigned_transcript_5320
gene=RNR3	unassigned_transcript_3022
gene=YBL028C	unassigned_transcript_188
gene=MAG1	unassigned_transcript_1795
gene=APC1	unassigned_transcript_5126
gene=YAR068W	unassigned_transcript_100
gene=RIB4	unassigned_transcript_5414
gene=PKR1	unassigned_transcript_4747
gene=SNR13	unassigned_transcript_1464
gene=PEF1	unassigned_transcript_2339
gene=ATG7	unassigned_transcript_2847
gene=PHO8	unassigned_transcript_1473
gene=OPI1	unassigned_transcript_2627
gene=VBA3	unassigned_transcript_543
gene=RTP1	unassigned_transcript_4814
gene=RFC5	unassigned_transcript_322
gene=MRPL20	unassigned_transcript_3855
gene=THI7	unassigned_transcript_4213
gene=FPR2	unassigned_transcript_1510
gene=ENT2	unassigned_transcript_4181
gene=MET30	unassigned_transcript_3043
gene=PMT4	unassigned_transcript_3520
gene=SNR56	unassigned_transcript_142
gene=HEK2	unassigned_transcript_183
gene=CPR4	unassigned_transcript_687
gene=SNN1	unassigned_transcript_5212
gene=GUS1	unassigned_transcript_2021
gene=NUP53	unassigned_transcript_4776
gene=AGA1	unassigned_transcript_5351
gene=CLU1	unassigned_transcript_4613
gene=PFA4	unassigned_transcript_5565
gene=MHR1	unassigned_transcript_1282
gene=PTP1	unassigned_transcript_744
gene=YRF1-1	unassigned_transcript_1534
gene=YRF1-1	gene=YRF1-5
gene=YRF1-1	unassigned_transcript_4453
gene=YRF1-1	gene=YRF1-8
gene=YRF1-1	unassigned_transcript_5971
gene=AMN1	unassigned_transcript_389
gene=SVP26	unassigned_transcript_2859
gene=YOL107W	unassigned_transcript_5450
gene=KCC4	unassigned_transcript_587
gene=RVB2	unassigned_transcript_6025
gene=SRP40	unassigned_transcript_3862
gene=GCD14	unassigned_transcript_3235
gene=RPL1A	unassigned_transcript_6040
gene=IMG1	unassigned_transcript_669
gene=CYS3	unassigned_transcript_60
gene=LTP1	unassigned_transcript_6337
gene=DUS1	unassigned_transcript_4509
gene=ASA1	unassigned_transcript_6347
gene=YRM1	unassigned_transcript_5743
gene=AAC3	unassigned_transcript_319
gene=SEC4	unassigned_transcript_1919
gene=RPS15	unassigned_transcript_5523
gene=SNR36	unassigned_transcript_5757
gene=YNCD0028W	unassigned_transcript_1416
gene=MET10	unassigned_transcript_1967
gene=SMM1	unassigned_transcript_5322
gene=YOR387C	unassigned_transcript_5963
gene=ASN1	unassigned_transcript_6412
gene=SAE2	unassigned_transcript_2091
gene=TIF4631	unassigned_transcript_2459
gene=BNI1	unassigned_transcript_5035
gene=PWP1	unassigned_transcript_4173
gene=YCG1	unassigned_transcript_1318
gene=NAS2	unassigned_transcript_3086
gene=NOP7	unassigned_transcript_2385
gene=SBE2	unassigned_transcript_1344
gene=ASG7	unassigned_transcript_3188
gene=DAD4	unassigned_transcript_1312
gene=CDC45	unassigned_transcript_4046
gene=YML053C	unassigned_transcript_4541
gene=RDN5-6	unassigned_transcript_4140
gene=YKR075C	unassigned_transcript_3845
gene=YNCH0016C	unassigned_transcript_2864
gene=YNCH0016C	gene=YNCD0022C
gene=YNCH0016C	unassigned_transcript_1293
gene=PFK27	unassigned_transcript_5421
gene=YNCN0008C	unassigned_transcript_5243
gene=HXK2	unassigned_transcript_2012
gene=IRC7	unassigned_transcript_1998
gene=DAL82	unassigned_transcript_4988
gene=SDS24	unassigned_transcript_449
gene=LDM1	unassigned_transcript_1727
gene=ERR1	unassigned_transcript_5968
gene=ERR1	gene=ERR2
gene=ERR1	unassigned_transcript_5974
gene=YJR107C-A	unassigned_transcript_3482
gene=PHB2	unassigned_transcript_2534
gene=ERJ5	unassigned_transcript_1984
gene=URA3	unassigned_transcript_1597
gene=NMD5	unassigned_transcript_3508
gene=SNR63	unassigned_transcript_894
gene=YNCC0010C	unassigned_transcript_647
gene=YNCC0010C	gene=YNCD0009W
gene=YNCC0010C	unassigned_transcript_1005
gene=IMT3	unassigned_transcript_3412
gene=PHO92	unassigned_transcript_1370
gene=YMR230W-A	unassigned_transcript_4863
gene=CDC24	unassigned_transcript_28
gene=EBP2	unassigned_transcript_3591
gene=RPL12B	unassigned_transcript_1414
gene=CPR1	unassigned_transcript_1129
gene=COS12	unassigned_transcript_2000
gene=KAR9	unassigned_transcript_5986
gene=NOT3	unassigned_transcript_3051
gene=PAU14	unassigned_transcript_2907
gene=PAU14	gene=PAU1
gene=PAU14	unassigned_transcript_3142
gene=REH1	unassigned_transcript_4372
gene=OGG1	unassigned_transcript_4530
gene=SPS2	unassigned_transcript_1512
gene=TFC8	unassigned_transcript_6255
gene=BOI2	unassigned_transcript_1757
gene=YCR090C	unassigned_transcript_706
gene=AUS1	unassigned_transcript_5580
gene=YAR010C	unassigned_transcript_78
gene=YAR010C	unassigned_transcript_6402
gene=FUS1	unassigned_transcript_583
gene=HIR3	unassigned_transcript_3517
gene=ADH2	unassigned_transcript_4943
gene=COG6	unassigned_transcript_5261
gene=SGT1	unassigned_transcript_5627
gene=MCK1	unassigned_transcript_4995
gene=YHR140W	unassigned_transcript_2813
gene=MDM20	unassigned_transcript_5486
gene=YHR173C	unassigned_transcript_2849
gene=HXT5	unassigned_transcript_2765
gene=YKR045C	unassigned_transcript_3814
gene=LYS21	unassigned_transcript_838
gene=QCR2	unassigned_transcript_6466
gene=YDR010C	unassigned_transcript_973
gene=LSB5	unassigned_transcript_576
gene=BIL2	unassigned_transcript_2254
gene=SEC7	unassigned_transcript_1145
gene=NRG1	unassigned_transcript_1016
gene=COS8	unassigned_transcript_2598
gene=ERV46	unassigned_transcript_27
gene=MIG2	unassigned_transcript_2055
gene=TAF12	unassigned_transcript_1121
gene=RRN3	unassigned_transcript_3636
gene=HAL9	unassigned_transcript_5472
gene=ALD4	unassigned_transcript_5949
gene=HCM1	unassigned_transcript_683
gene=YGR017W	unassigned_transcript_2287
gene=DUT1	unassigned_transcript_488
gene=RFS1	unassigned_transcript_279
gene=MRPL3	unassigned_transcript_4633
gene=SNR46	unassigned_transcript_2305
gene=BRR6	unassigned_transcript_2019
gene=BNI5	unassigned_transcript_5130
gene=CNN1	unassigned_transcript_1989
gene=REX2	unassigned_transcript_4004
gene=DOG2	unassigned_transcript_2704
unassigned_transcript_1904	unassigned_transcript_3916
unassigned_transcript_1904	unassigned_transcript_4556
unassigned_transcript_1904	unassigned_transcript_5644
gene=ADI1	unassigned_transcript_4609
gene=THG1	unassigned_transcript_2294
gene=LTV1	unassigned_transcript_3618
gene=BRR2	unassigned_transcript_1831
gene=SNR87	unassigned_transcript_3762
gene=BIK1	unassigned_transcript_581
gene=MRS1	unassigned_transcript_3118
gene=PLP1	unassigned_transcript_1162
gene=SPE2	unassigned_transcript_5512
gene=YPR148C	unassigned_transcript_6415
gene=LYS9	unassigned_transcript_5357
gene=SUT418	unassigned_transcript_6279
gene=DBP9	unassigned_transcript_4256
gene=ECM2	unassigned_transcript_295
gene=ZRT3	unassigned_transcript_3588
gene=YNL194C	unassigned_transcript_5106
gene=BRL1	unassigned_transcript_2696
gene=URA8	unassigned_transcript_3477
gene=SNR37	unassigned_transcript_3258
gene=MSC1	unassigned_transcript_4459
gene=ARP6	unassigned_transcript_4028
gene=CKA1	unassigned_transcript_3054
gene=ALG11	unassigned_transcript_5253
gene=MSC3	unassigned_transcript_4193
gene=IMA3	unassigned_transcript_2911
gene=IMA3	gene=IMA4
gene=IMA3	unassigned_transcript_3144
gene=NVJ1	unassigned_transcript_2874
gene=PRE10	unassigned_transcript_5939
gene=YLR156W	unassigned_transcript_4123
gene=YLR156W	gene=YLR159W
gene=YLR156W	unassigned_transcript_4135
gene=YLR156W	gene=YLR161W
gene=YLR156W	unassigned_transcript_4139
gene=WSC4	unassigned_transcript_2618
gene=TPM2	unassigned_transcript_2944
gene=YDR541C	unassigned_transcript_1532
gene=YOR019W	unassigned_transcript_5589
gene=PEX30	unassigned_transcript_4303
gene=IGD1	unassigned_transcript_1950
gene=CSN9	unassigned_transcript_1156
gene=SQT1	unassigned_transcript_3106
gene=ESBP6	unassigned_transcript_5176
gene=RPS5	unassigned_transcript_3498
gene=URM1	unassigned_transcript_3085
gene=ODC1	unassigned_transcript_6126
gene=ECM19	unassigned_transcript_4376
gene=YNG1	unassigned_transcript_5635
gene=KRS1	unassigned_transcript_1009
gene=SLN1	unassigned_transcript_2936
gene=PUS1	unassigned_transcript_6048
gene=VLD1	unassigned_transcript_3108
gene=EMA19	unassigned_transcript_3995
gene=OPT2	unassigned_transcript_6469
gene=HXT15	unassigned_transcript_729
gene=CHA1	unassigned_transcript_547
gene=SNF1	unassigned_transcript_1469
gene=AIM29	unassigned_transcript_3844
gene=SLX8	unassigned_transcript_1759
gene=NAR1	unassigned_transcript_5065
gene=DBP8	unassigned_transcript_2845
gene=HAL1	unassigned_transcript_6267
gene=REV3	unassigned_transcript_6093
gene=PET122	unassigned_transcript_1808
gene=CDC48	unassigned_transcript_844
gene=HFL1	unassigned_transcript_3819
gene=PAP1	unassigned_transcript_3770
gene=HO	unassigned_transcript_746
gene=MTC5	unassigned_transcript_1106
gene=PRP3	unassigned_transcript_1466
gene=CDC4	unassigned_transcript_1916
gene=TUB2	unassigned_transcript_1884
gene=APE3	unassigned_transcript_522
gene=YEH1	unassigned_transcript_3930
gene=HMO1	unassigned_transcript_1151
gene=YMR027W	unassigned_transcript_4636
gene=USE1	unassigned_transcript_2167
gene=CQD2	unassigned_transcript_4229
gene=COQ10	unassigned_transcript_5560
gene=GAS2	unassigned_transcript_4326
gene=YOR365C	unassigned_transcript_5941
gene=NUF2	unassigned_transcript_5492
gene=FRT1	unassigned_transcript_5900
gene=TRM12	unassigned_transcript_4594
gene=IMP21	unassigned_transcript_2929
gene=NMT1	unassigned_transcript_4172
gene=YET1	unassigned_transcript_3700
gene=HGH1	unassigned_transcript_2487
gene=PIG1	unassigned_transcript_4253
gene=SKI3	unassigned_transcript_6464
gene=YDR042C	unassigned_transcript_1014
gene=PDS5	unassigned_transcript_4692
gene=DPM2	unassigned_transcript_2983
gene=LIP2	unassigned_transcript_4215
unassigned_transcript_5258	unassigned_transcript_5554
gene=ARG3	unassigned_transcript_3275
gene=APC11	unassigned_transcript_953
gene=SED4	unassigned_transcript_685
gene=DPP1	unassigned_transcript_1271
gene=SNR72	unassigned_transcript_4621
gene=CTR86	unassigned_transcript_676
gene=YNCD0024C	unassigned_transcript_1332
gene=GRX5	unassigned_transcript_6204
gene=SCD6	unassigned_transcript_6392
gene=YPK1	unassigned_transcript_3635
gene=SEN34	unassigned_transcript_76
gene=ERV25	unassigned_transcript_4585
gene=ELO1	unassigned_transcript_3166
gene=VTC5	unassigned_transcript_1064
gene=RML2	unassigned_transcript_1564
gene=CET1	unassigned_transcript_6032
gene=YER190C-B	unassigned_transcript_1854
gene=MLO1	unassigned_transcript_4889
gene=PET191	unassigned_transcript_3404
gene=LIP1	unassigned_transcript_4938
gene=RPB5	unassigned_transcript_385
gene=SAM35	unassigned_transcript_2752
gene=SWP1	unassigned_transcript_4773
gene=EXO5	unassigned_transcript_395
gene=HEM2	unassigned_transcript_2228
gene=DIM1	unassigned_transcript_5989
gene=RFT1	unassigned_transcript_196
gene=BSP1	unassigned_transcript_6447
gene=TEC1	unassigned_transcript_316
gene=NUP157	unassigned_transcript_1749
gene=YIP4	unassigned_transcript_2068
gene=ECO1	unassigned_transcript_1963
gene=YAT1	unassigned_transcript_93
gene=PPZ1	unassigned_transcript_4581
gene=CAT8	unassigned_transcript_4919
gene=MYO4	unassigned_transcript_42
gene=PLB3	unassigned_transcript_5557
gene=ALE1	unassigned_transcript_5746
gene=PPT2	unassigned_transcript_6113
gene=CPR7	unassigned_transcript_3402
gene=PFS2	unassigned_transcript_4985
gene=POG1	unassigned_transcript_2962
gene=SLM6	unassigned_transcript_504
gene=COG5	unassigned_transcript_5250
gene=BUD32	unassigned_transcript_2565
gene=UBP6	unassigned_transcript_1940
gene=MEX67	unassigned_transcript_6091
gene=SWI1	unassigned_transcript_6246
gene=RSC8	unassigned_transcript_1980
gene=CPD1	unassigned_transcript_2550
gene=RGM1	unassigned_transcript_4809
gene=HCA4	unassigned_transcript_3338
gene=HIS1	unassigned_transcript_1690
gene=BUD13	unassigned_transcript_2092
gene=CIT2	unassigned_transcript_615
gene=ELP2	unassigned_transcript_2501
unassigned_transcript_5715	unassigned_transcript_6427
gene=YGL262W	unassigned_transcript_2001
gene=EMG1	unassigned_transcript_4163
gene=DPC25	unassigned_transcript_6154
gene=HPA2	unassigned_transcript_6468
gene=KIN2	unassigned_transcript_4039
gene=IOC4	unassigned_transcript_4655
gene=RDH54	unassigned_transcript_305
gene=PEX22	unassigned_transcript_16
gene=FKS1	unassigned_transcript_4324
gene=LSO1	unassigned_transcript_3375
gene=NUP133	unassigned_transcript_3852
gene=KIN3	unassigned_transcript_82
gene=YDR239C	unassigned_transcript_1220
gene=MRP1	unassigned_transcript_1339
gene=YGL235W	unassigned_transcript_2030
gene=YNR068C	unassigned_transcript_5378
gene=YPK3	unassigned_transcript_253
gene=YNL018C	unassigned_transcript_5290
gene=MHO1	unassigned_transcript_3378
unassigned_transcript_1925	unassigned_transcript_2453
gene=YLL066W-B	unassigned_transcript_3879
gene=REF2	unassigned_transcript_1173
gene=YGR146C-A	unassigned_transcript_2436
gene=YLR157W-D	unassigned_transcript_4127
gene=VRP1	unassigned_transcript_4321
gene=YNL134C	unassigned_transcript_5165
gene=PKP2	unassigned_transcript_2208
gene=RRT15	unassigned_transcript_4142
gene=GOR1	unassigned_transcript_5032
gene=GPX2	unassigned_transcript_480
gene=ZRT1	unassigned_transcript_2010
gene=ZAP1	unassigned_transcript_3307
gene=YJR142W	unassigned_transcript_3519
gene=YHR007C-A	unassigned_transcript_2662
gene=CUP9	unassigned_transcript_6083
gene=STM1	unassigned_transcript_4095
gene=YNR048W	unassigned_transcript_5355
gene=MRPL16	unassigned_transcript_177
gene=SEC23	unassigned_transcript_6456
